/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_26_923.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_26_923.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_26_923.jpg, 0, 0, 0, 7.930298E-05
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_27_036.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_27_036.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_27_036.jpg, 0, 0, 0, 8.044735E-05
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_27_142.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_27_142.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_27_142.jpg, 0, 0, 0, 7.791749E-05
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_27_249.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_27_249.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_27_249.jpg, 0, 0, 0, 7.875777E-05
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_27_351.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_27_351.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_27_351.jpg, -0.1661128, 0.02474391, 0, 0.01333515
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_27_458.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_27_458.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_27_458.jpg, -0.4801408, 0.3387719, 0, 0.2583597
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_27_559.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_27_559.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_27_559.jpg, -0.7905868, 0.649218, 0, 0.8207552
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_27_660.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_27_660.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_27_660.jpg, -0.4615349, 0.9782699, 0, 2.077062
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_27_761.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_27_761.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_27_761.jpg, -0.1580368, 1, 0, 3.254885
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_27_861.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_27_861.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_27_861.jpg, 0, 1, 0, 4.428425
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_27_965.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_27_965.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_27_965.jpg, -0.2108191, 1, 0, 5.582638
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_28_076.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_28_076.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_28_076.jpg, -0.3323432, 1, 0, 6.705733
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_28_184.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_28_184.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_28_184.jpg, 0, 1, 0, 8.069504
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_28_285.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_28_285.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_28_285.jpg, 0, 1, 0, 9.193846
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_28_394.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_28_394.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_28_394.jpg, -0.1870261, 1, 0, 10.29754
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_28_497.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_28_497.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_28_497.jpg, -0.3206041, 1, 0, 11.35651
/Users/Zara/Desktop/data4/IMG/center_2019_02_11_08_56_28_621.jpg, /Users/Zara/Desktop/data4/IMG/left_2019_02_11_08_56_28_621.jpg, /Users/Zara/Desktop/data4/IMG/right_2019_02_11_08_56_28_621.jpg, 0, 1, 0, 12.936
